code,code_variant,rarity,type,life,name,color,cost,power,counter,feature,character_type,description,trigger,image
OP01-098,OP01-098,UC,CHARACTER,,Kurozumi Orochi,Purple,1,2000,2000,Land of Wano/Kurozumi Clan,Wisdom,"[On Play] Reveal up to 1 [Artificial Devil Fruit SMILE] from your deck and add it to your hand. Then, shuffle your deck.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-098.png?240524
OP01-099,OP01-099,C,CHARACTER,,Kurozumi Semimaru,Purple,2,3000,1000,Land of Wano/Kurozumi Clan,Special,{Kurozumi Clan} type Characters other than your [Kurozumi Semimaru] cannot be K.O.'d in battle.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-099.png?240524
OP01-100,OP01-100,C,CHARACTER,,Kurozumi Higurashi,Purple,2,3000,1000,Land of Wano/Kurozumi Clan,Special,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-100.png?240524
OP01-101,OP01-101,UC,CHARACTER,,Sasaki,Purple,3,4000,2000,Animal Kingdom Pirates,Slash,[DON!! x1] [When Attacking] You may trash 1 card from your hand: Add up to 1 DON!! card from your DON!! deck and rest it.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-101.png?240524
OP01-102,OP01-102,R,CHARACTER,,Jack,Purple,3,4000,1000,Animal Kingdom Pirates,Strike,[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Your opponent trashes 1 card from their hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-102.png?240524
OP01-102,OP01-102_p1,R,CHARACTER,,Jack,Purple,3,4000,1000,Animal Kingdom Pirates,Strike,[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Your opponent trashes 1 card from their hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-102_p1.png?240524
OP01-103,OP01-103,C,CHARACTER,,Scratchmen Apoo,Purple,4,6000,1000,Animal Kingdom Pirates/On-Air Pirates,Ranged,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-103.png?240524
OP01-104,OP01-104,C,CHARACTER,,Speed,Purple,2,3000,1000,Animal Kingdom Pirates/SMILE,Strike,-, Play this card.,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-104.png?240524
OP01-105,OP01-105,C,CHARACTER,,Bao Huang,Purple,2,3000,1000,Animal Kingdom Pirates/SMILE,Wisdom,[On Play] Choose 2 cards from your opponent's hand; your opponent reveals those cards.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-105.png?240524
OP01-106,OP01-106,UC,CHARACTER,,Basil Hawkins,Purple,4,2000,1000,Animal Kingdom Pirates/Hawkins Pirates,Slash,[On Play] Add up to 1 DON!! card from your DON!! deck and rest it., Play this card.,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-106.png?240524
OP01-107,OP01-107,C,CHARACTER,,Babanuki,Purple,5,7000,1000,Animal Kingdom Pirates/SMILE,Ranged,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-107.png?240524
OP01-108,OP01-108,UC,CHARACTER,,Hitokiri Kamazo,Purple,4,5000,1000,Supernovas/Kid Pirates/SMILE,Slash,[On K.O.] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-108.png?240524
OP01-109,OP01-109,UC,CHARACTER,,Who's.Who,Purple,2,3000,1000,Animal Kingdom Pirates,Slash,"[DON!! x1] [Your Turn] If you have 8 or more DON!! cards on your field, this Character gains +1000 power.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-109.png?240524
OP01-109,OP01-109_p1,UC,CHARACTER,,Who's.Who,Purple,2,3000,1000,Animal Kingdom Pirates,Slash,"[DON!! x1] [Your Turn] If you have 8 or more DON!! cards on your field, this Character gains +1000 power.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-109_p1.png?240524
OP01-110,OP01-110,C,CHARACTER,,Fukurokuju,Purple,6,8000,1000,Land of Wano/Animal Kingdom Pirates,Special,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-110.png?240524
OP01-111,OP01-111,R,CHARACTER,,Black Maria,Purple,4,5000,1000,Animal Kingdom Pirates,Special,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Block] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): This Character gains +1000 power during this turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-111.png?240524
OP01-112,OP01-112,R,CHARACTER,,Page One,Purple,4,5000,1000,Animal Kingdom Pirates,Strike,[Activate: Main] [Once Per Turn] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): This Character can also attack your opponent's active Characters during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-112.png?240524
OP01-113,OP01-113,C,CHARACTER,,Holedem,Purple,3,4000,1000,Animal Kingdom Pirates/SMILE,Special,[On K.O.] Add up to 1 DON!! card from your DON!! deck and rest it.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-113.png?240524
OP01-114,OP01-114,R,CHARACTER,,X.Drake,Purple,5,5000,2000,Navy/Drake Pirates/Animal Kingdom Pirates,Slash,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Your opponent trashes 1 card from their hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-114.png?240524
OP01-115,OP01-115,C,EVENT,,Elephant's Marchoo,Purple,4,-,-,Animal Kingdom Pirates/SMILE,-,"[Main] K.O. up to 1 of your opponent's Characters with a cost of 2 or less, then add up to 1 DON!! card from your DON!! deck and set it as active.", Activate this card's [Main] effect.,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-115.png?240524
OP01-116,OP01-116,UC,EVENT,,Artificial Devil Fruit SMILE,Purple,2,-,-,Animal Kingdom Pirates/SMILE,-,"[Main] Look at 5 cards from the top of your deck; play up to 1 {SMILE} type Character card with a cost of 3 or less. Then, place the rest at the bottom of your deck in any order.", Activate this card's [Main] effect.,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-116.png?240524
OP01-117,OP01-117,C,EVENT,,Sheep's Horn,Purple,2,-,-,Animal Kingdom Pirates/SMILE,-,[Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 1 of your opponent's Characters with a cost of 6 or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-117.png?240524
OP01-118,OP01-118,UC,EVENT,,Ulti-Mortar,Purple,1,-,-,Animal Kingdom Pirates,-,"[Counter] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, draw 1 card.", Add up to 1 DON!! card from your DON!! deck and set it as active.,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-118.png?240524
OP01-119,OP01-119,R,EVENT,,Thunder Bagua,Purple,2,-,-,The Four Emperors/Animal Kingdom Pirates,-,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, if you have 2 or less Life cards, add up to 1 DON!! card from your DON!! deck and rest it.", Add up to 1 DON!! card from your DON!! deck and set it as active.,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-119.png?240524
OP01-120,OP01-120,SEC,CHARACTER,,Shanks,Red,9,10000,-,The Four Emperors/Red-Haired Pirates,Slash,[Rush] (This card can attack on the turn in which it is played.)[When Attacking] Your opponent cannot activate a [Blocker] Character that has 2000 or less power during this battle.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-120.png?240524
OP01-120,OP01-120_p1,SEC,CHARACTER,,Shanks,Red,9,10000,-,The Four Emperors/Red-Haired Pirates,Slash,[Rush] (This card can attack on the turn in which it is played.)[When Attacking] Your opponent cannot activate a [Blocker] Character that has 2000 or less power during this battle.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-120_p1.png?240524
OP01-120,OP01-120_p2,SEC,CHARACTER,,Shanks,Red,9,10000,-,The Four Emperors/Red-Haired Pirates,Slash,[Rush] (This card can attack on the turn in which it is played.)[When Attacking] Your opponent cannot activate a [Blocker] Character that has 2000 or less power during this battle.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-120_p2.png?240524
OP01-121,OP01-121,SEC,CHARACTER,,Yamato,Green,5,5000,1000,Land of Wano,Strike,"Also treat this card's name as [Kouzuki Oden] according to the rules.[Double Attack] (This card deals 2 damage.)[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-121.png?240524
OP01-121,OP01-121_p1,SEC,CHARACTER,,Yamato,Green,5,5000,1000,Land of Wano,Strike,"Also treat this card's name as [Kouzuki Oden] according to the rules.[Double Attack] (This card deals 2 damage.)[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-121_p1.png?240524
ST13-001,ST13-001,L,LEADER,4,Sabo,Red/Yellow,,5000,-,Dressrosa/Revolutionary Army,Special,[DON!! x1] [Activate: Main] [Once Per Turn] You may add 1 of your Characters with a cost of 3 or more and 7000 power or more to the top of your Life cards face-up: Up to 1 of your Characters gains +2000 power until the start of your next turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-001.png?240524
ST13-001,ST13-001_p1,L,LEADER,4,Sabo,Red/Yellow,,5000,-,Dressrosa/Revolutionary Army,Special,[DON!! x1] [Activate: Main] [Once Per Turn] You may add 1 of your Characters with a cost of 3 or more and 7000 power or more to the top of your Life cards face-up: Up to 1 of your Characters gains +2000 power until the start of your next turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-001_p1.png?240524
ST13-002,ST13-002,L,LEADER,4,Portgas.D.Ace,Blue/Yellow,,5000,-,Whitebeard Pirates,Special,"[DON!! x2] [Activate: Main] [Once Per Turn] Look at 5 cards from the top of your deck and add up to 1 Character card with a cost of 5 to the top of your Life cards face-up. Then, place the rest at the bottom of your deck in any order.[End of Your Turn] Trash all your face-up Life cards.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-002.png?240524
ST13-002,ST13-002_p1,L,LEADER,4,Portgas.D.Ace,Blue/Yellow,,5000,-,Whitebeard Pirates,Special,"[DON!! x2] [Activate: Main] [Once Per Turn] Look at 5 cards from the top of your deck and add up to 1 Character card with a cost of 5 to the top of your Life cards face-up. Then, place the rest at the bottom of your deck in any order.[End of Your Turn] Trash all your face-up Life cards.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-002_p1.png?240524
ST13-003,ST13-003,L,LEADER,4,Monkey.D.Luffy,Black/Yellow,,5000,-,Supernovas/Straw Hat Crew,Strike,"Your face-up Life cards are placed at the bottom of your deck instead of being added to your hand, according to the rules.[DON!! x2] [Activate: Main] [Once Per Turn] You may trash 1 card from your hand: If you have 0 Life cards, add up to 2 Character cards with a cost of 5 from your hand or trash to the top of your Life cards face-up.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-003.png?240524
ST13-003,ST13-003_p1,L,LEADER,4,Monkey.D.Luffy,Black/Yellow,,5000,-,Supernovas/Straw Hat Crew,Strike,"Your face-up Life cards are placed at the bottom of your deck instead of being added to your hand, according to the rules.[DON!! x2] [Activate: Main] [Once Per Turn] You may trash 1 card from your hand: If you have 0 Life cards, add up to 2 Character cards with a cost of 5 from your hand or trash to the top of your Life cards face-up.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-003_p1.png?240524
ST13-004,ST13-004,C,CHARACTER,,Edward.Newgate,Yellow,6,7000,1000,The Four Emperors/Whitebeard Pirates,Special,"[On Play] Add 1 card from the top of your deck to the top of your Life cards. Then, look at all your Life cards; place 1 card at the top of your deck and place the rest back in your Life area in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-004.png?240524
ST13-004,ST13-004_p1,C,CHARACTER,,Edward.Newgate,Yellow,6,7000,1000,The Four Emperors/Whitebeard Pirates,Special,"[On Play] Add 1 card from the top of your deck to the top of your Life cards. Then, look at all your Life cards; place 1 card at the top of your deck and place the rest back in your Life area in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-004_p1.png?240524
ST13-005,ST13-005,R,CHARACTER,,Emporio.Ivankov,Yellow,3,4000,1000,Revolutionary Army,Special,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] You may trash 1 card from the top or bottom of your Life cards: Reveal up to 1 Character card with a cost of 5 from your hand and add it to the top of your Life cards face-down.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-005.png?240524
ST13-005,ST13-005_p1,R,CHARACTER,,Emporio.Ivankov,Yellow,3,4000,1000,Revolutionary Army,Special,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] You may trash 1 card from the top or bottom of your Life cards: Reveal up to 1 Character card with a cost of 5 from your hand and add it to the top of your Life cards face-down.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-005_p1.png?240524
ST13-006,ST13-006,C,CHARACTER,,Curly.Dadan,Yellow,5,4000,1000,Mountain Bandits,Slash,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Play up to 1 each of [Sabo], [Portgas.D.Ace], and [Monkey.D.Luffy] with a cost of 2 from your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-006.png?240524
ST13-006,ST13-006_p1,C,CHARACTER,,Curly.Dadan,Yellow,5,4000,1000,Mountain Bandits,Slash,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Play up to 1 each of [Sabo], [Portgas.D.Ace], and [Monkey.D.Luffy] with a cost of 2 from your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-006_p1.png?240524
ST13-007,ST13-007,C,CHARACTER,,Sabo,Yellow,2,2000,1000,Goa Kingdom,Strike,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Sabo] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-007.png?240524
ST13-007,ST13-007_p1,C,CHARACTER,,Sabo,Yellow,2,2000,1000,Goa Kingdom,Strike,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Sabo] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-007_p1.png?240524
ST13-008,ST13-008,SR,CHARACTER,,Sabo,Yellow,5,6000,1000,Dressrosa/Revolutionary Army,Special,[On Play] You may trash 1 card from the top or bottom of your Life cards: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-008.png?240524
ST13-008,ST13-008_p1,SR,CHARACTER,,Sabo,Yellow,5,6000,1000,Dressrosa/Revolutionary Army,Special,[On Play] You may trash 1 card from the top or bottom of your Life cards: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-008_p1.png?240524
ST13-009,ST13-009,C,CHARACTER,,Shanks,Yellow,7,7000,-,The Four Emperors/Red-Haired Pirates,Slash,"[On Play] You may turn 1 of your face-up Life cards face-down: If your opponent has 7 or more cards in their hand, trash up to 1 card from the top of your opponent's Life cards.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-009.png?240524
ST13-009,ST13-009_p1,C,CHARACTER,,Shanks,Yellow,7,7000,-,The Four Emperors/Red-Haired Pirates,Slash,"[On Play] You may turn 1 of your face-up Life cards face-down: If your opponent has 7 or more cards in their hand, trash up to 1 card from the top of your opponent's Life cards.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-009_p1.png?240524
ST13-010,ST13-010,C,CHARACTER,,Portgas.D.Ace,Yellow,2,2000,1000,Goa Kingdom,Strike,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Portgas.D.Ace] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-010.png?240524
ST13-010,ST13-010_p1,C,CHARACTER,,Portgas.D.Ace,Yellow,2,2000,1000,Goa Kingdom,Strike,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Portgas.D.Ace] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-010_p1.png?240524
ST13-011,ST13-011,SR,CHARACTER,,Portgas.D.Ace,Yellow,5,7000,-,Whitebeard Pirates,Special,"[On Play] If you have 2 or less Life cards, this Character gains [Rush].(This card can attack on the turn in which it is played.)",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-011.png?240524
ST13-011,ST13-011_p1,SR,CHARACTER,,Portgas.D.Ace,Yellow,5,7000,-,Whitebeard Pirates,Special,"[On Play] If you have 2 or less Life cards, this Character gains [Rush].(This card can attack on the turn in which it is played.)",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-011_p1.png?240524
ST13-012,ST13-012,C,CHARACTER,,Makino,Yellow,1,-,2000,Windmill Village,Wisdom,[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: Look at all of your Life cards and place them back in your Life area in any order.,,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-012.png?240524
ST13-012,ST13-012_p1,C,CHARACTER,,Makino,Yellow,1,-,2000,Windmill Village,Wisdom,[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: Look at all of your Life cards and place them back in your Life area in any order.,,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-012_p1.png?240524
ST13-013,ST13-013,SR,CHARACTER,,Monkey.D.Garp,Yellow,1,2000,1000,Navy,Strike,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Sabo], [Portgas.D.Ace], or [Monkey.D.Luffy] with a cost of 5 or less and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-013.png?240524
ST13-013,ST13-013_p1,SR,CHARACTER,,Monkey.D.Garp,Yellow,1,2000,1000,Navy,Strike,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Sabo], [Portgas.D.Ace], or [Monkey.D.Luffy] with a cost of 5 or less and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-013_p1.png?240524
ST13-014,ST13-014,C,CHARACTER,,Monkey.D.Luffy,Yellow,2,2000,1000,Goa Kingdom,Strike,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Monkey.D.Luffy] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-014.png?240524
ST13-014,ST13-014_p1,C,CHARACTER,,Monkey.D.Luffy,Yellow,2,2000,1000,Goa Kingdom,Strike,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Monkey.D.Luffy] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-014_p1.png?240524
ST13-015,ST13-015,SR,CHARACTER,,Monkey.D.Luffy,Yellow,5,6000,1000,Supernovas/Straw Hat Crew,Strike,"[Activate: Main] [Once Per Turn] This Character gains +2000 power until the start of your next turn. Then, if you have 1 or more Life cards, draw 1 card and trash 1 card from the top of your Life cards.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-015.png?240524
ST13-015,ST13-015_p1,SR,CHARACTER,,Monkey.D.Luffy,Yellow,5,6000,1000,Supernovas/Straw Hat Crew,Strike,"[Activate: Main] [Once Per Turn] This Character gains +2000 power until the start of your next turn. Then, if you have 1 or more Life cards, draw 1 card and trash 1 card from the top of your Life cards.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-015_p1.png?240524
ST13-016,ST13-016,C,CHARACTER,,Yamato,Yellow,5,4000,2000,Land of Wano,Strike,[Rush] (This card can attack on the turn in which it is played.)[On Play] Look at all your Life cards; place 1 at the top of your deck and place the rest back in your Life area in any order.,,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-016.png?240524
ST13-016,ST13-016_p1,C,CHARACTER,,Yamato,Yellow,5,4000,2000,Land of Wano,Strike,[Rush] (This card can attack on the turn in which it is played.)[On Play] Look at all your Life cards; place 1 at the top of your deck and place the rest back in your Life area in any order.,,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-016_p1.png?240524
ST13-017,ST13-017,C,EVENT,,Flame Dragon King,Yellow,2,-,-,Dressrosa/Revolutionary Army,-,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, look at all your Life cards and place them back in your Life area in any order.", You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from your hand to the top of your Life cards.,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-017.png?240524
ST13-018,ST13-018,C,EVENT,,Gum-Gum Jet Spear,Yellow,1,-,-,Punk Hazard/Straw Hat Crew,-,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 0 Life cards, draw 1 card.", You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from your hand to the top of your Life cards.,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-018.png?240524
ST13-019,ST13-019,C,EVENT,,The Three Brothers' Bond,Yellow,1,-,-,Goa Kingdom,-,"[Main] Look at 5 cards from the top of your deck; reveal up to 1 [Sabo], [Portgas.D.Ace], or [Monkey.D.Luffy] with a cost of 5 or less and add it to your hand. Then, place the rest at the bottom of your deck in any order.", Activate this card's [Main] effect.,https://en.onepiece-cardgame.com../images/cardlist/card/ST13-019.png?240524
ST12-001,ST12-001,L,LEADER,4,Roronoa Zoro & Sanji,Green/Blue,,5000,-,Straw Hat Crew,Slash/Strike,[DON!! x1] [When Attacking] [Once Per Turn] You may return 1 of your Characters with a cost of 2 or more to the owner's hand: Set up to 1 of your Characters with 7000 power or less as active.,,https://en.onepiece-cardgame.com../images/cardlist/card/ST12-001.png?240524
ST12-002,ST12-002,C,CHARACTER,,Kuina,Green,3,2000,1000,Frost Moon Village,Slash,[Activate: Main] You may rest this Character: Rest up to 1 of your opponent's Characters with a cost of 4 or less., Play this card.,https://en.onepiece-cardgame.com../images/cardlist/card/ST12-002.png?240524
ST12-003,ST12-003,SR,CHARACTER,,Dracule Mihawk,Green,3,4000,2000,The Seven Warlords of the Sea/Muggy Kingdom,Slash,"[On Play] If you have 2 or less Characters, play up to 1 {Muggy Kingdom} type or <Slash> attribute Character card with a cost of 4 or less other than [Dracule Mihawk] from your hand rested.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST12-003.png?240524
ST12-004,ST12-004,C,CHARACTER,,Humandrill,Green,3,5000,1000,Animal/Muggy Kingdom,Wisdom,-,,https://en.onepiece-cardgame.com../images/cardlist/card/ST12-004.png?240524
ST12-005,ST12-005,C,CHARACTER,,Perona,Green,4,6000,1000,Muggy Kingdom/Thriller Bark Pirates,Special,-,,https://en.onepiece-cardgame.com../images/cardlist/card/ST12-005.png?240524
ST12-006,ST12-006,C,CHARACTER,,Yosaku & Johnny,Green,2,3000,1000,East Blue,Slash,[DON!! x1] [When Attacking] Choose one:• Rest up to 1 of your opponent's Characters with a cost of 2 or less.• K.O. up to 1 of your opponent's rested Characters with a cost of 2 or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/ST12-006.png?240524
ST12-007,ST12-007,C,CHARACTER,,Rika,Green,2,-,2000,East Blue,Wisdom,"[On Play] ➁ (You may rest the specified number of DON!! cards in your cost area.): If your opponent has 3 or more Life cards, set up to 1 of your <Slash> attribute Characters with a cost of 4 or less as active.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST12-007.png?240524
ST12-008,ST12-008,C,CHARACTER,,Roronoa Zoro,Green,4,6000,-,Straw Hat Crew,Slash,[DON!! x1] [When Attacking] Rest up to 1 of your opponent's Characters with a cost of 6 or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/ST12-008.png?240524
ST12-009,ST12-009,C,CHARACTER,,Elephant True Bluefin,Blue,1,3000,1000,Animal,Strike,-,,https://en.onepiece-cardgame.com../images/cardlist/card/ST12-009.png?240524
ST12-010,ST12-010,SR,CHARACTER,,Emporio.Ivankov,Blue,3,4000,1000,Impel Down/Revolutionary Army,Special,"[On Play] Reveal 1 card from the top of your deck and play up to 1 Character card with a cost of 2. Then, place the rest at the top or bottom of your deck.[When Attacking] [Once Per Turn] Draw 1 card if you have 6 or less cards in your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST12-010.png?240524
ST12-011,ST12-011,C,CHARACTER,,Sanji,Blue,2,3000,-,Straw Hat Crew,Strike,"[DON!! x1] [When Attacking] If you have 5 or less cards in your hand, this Character gains +2000 power until the start of your next turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST12-011.png?240524
ST12-012,ST12-012,C,CHARACTER,,Charlotte Pudding,Blue,2,2000,2000,Big Mom Pirates,Wisdom,[Activate: Main] Return this Character to the owner's hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/ST12-012.png?240524
ST12-013,ST12-013,C,CHARACTER,,Zeff,Blue,5,5000,1000,East Blue,Strike,"[On Play] Look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order.[When Attacking] Reveal 1 card from the top of your deck and play up to 1 Character card with a cost of 2 rested. Then, place the rest at the top or bottom of your deck.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST12-013.png?240524
ST12-014,ST12-014,C,CHARACTER,,Duval,Blue,2,1000,1000,The Flying Fish Riders,Strike,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST12-014.png?240524
ST12-015,ST12-015,C,CHARACTER,,Patty & Carne,Blue,2,4000,1000,East Blue,Slash,-,,https://en.onepiece-cardgame.com../images/cardlist/card/ST12-015.png?240524
ST12-016,ST12-016,C,EVENT,,Lion Strike,Green,2,-,-,Straw Hat Crew,-,[Main]/[Counter] Rest up to 1 of your opponent's Leader or Character cards with a cost of 4 or less., Activate this card's [Main] effect.,https://en.onepiece-cardgame.com../images/cardlist/card/ST12-016.png?240524
ST12-017,ST12-017,C,EVENT,,Plastic Surgery Shot,Blue,1,-,-,Straw Hat Crew,-,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, reveal 1 card from the top of your deck, play up to 1 Character card with a cost of 2, and place the rest at the top or bottom of your deck.",,https://en.onepiece-cardgame.com../images/cardlist/card/ST12-017.png?240524
OP02-028,OP02-028_p1,C,CHARACTER,,Usopp,Green,3,5000,1000,FILM/Straw Hat Crew,Ranged,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-028_p1.png?240524
OP02-033,OP02-033_p1,C,CHARACTER,,Jinbe,Green,2,4000,1000,FILM/Fish-Man/Straw Hat Crew,Strike,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-033_p1.png?240524
OP02-034,OP02-034_p1,UC,CHARACTER,,Tony Tony.Chopper,Green,2,2000,2000,FILM/Animal/Straw Hat Crew,Wisdom,[DON!! x1] [When Attacking] Rest up to 1 of your opponent's Characters with a cost of 2 or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-034_p1.png?240524
